submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
12/03/2020,MD,"209,191",,,3792,0,"4,996","4,823",173,30,1,12/05/2020 12:00:00 AM,N/A,Agree
04/23/2021,NV,"312,840",,,562,0,"5,422",,,22,0,04/24/2021 02:22:34 PM,,
02/23/2021,MS,"294,386","182,951","111,435",617,294,"6,969","4,864","2,105",3,1,02/25/2021 12:00:00 AM,Agree,Agree
03/18/2020,NV,63,,,8,,1,,,0,,03/26/2020 04:22:39 PM,,
06/30/2021,MS,"322,299","197,136","125,163",185,89,"7,431","5,121","2,310",1,1,07/02/2021 12:00:00 AM,Agree,Agree
09/18/2020,ME,"5,035","4,522",513,30,0,139,138,1,1,0,09/19/2020 02:00:26 PM,Agree,Agree
01/08/2021,MD,"303,364",,,3758,0,"6,611","6,420",191,47,0,01/10/2021 12:00:00 AM,N/A,Agree
03/24/2021,CT,"302,022","279,551","22,471",1457,837,"7,852","6,455","1,397",7,6,03/25/2021 02:25:23 PM,Agree,Agree
06/14/2021,NV,"327,579",,,147,0,"5,624",,,2,0,06/15/2021 02:44:13 PM,,
03/24/2020,NV,278,,,33,,4,,,0,,03/26/2020 04:22:39 PM,,
02/18/2021,MT,"98,100","98,100",0,200,0,"1,337","1,337",0,3,0,02/19/2021 03:33:51 PM,Agree,Agree
11/15/2020,AL,"229,798","192,130","37,668",1382,351,"4,927","4,203",724,25,3,11/17/2020 12:00:00 AM,Agree,Agree
04/26/2021,ND,"106,998","99,017","7,981",189,102,"1,486",,,0,0,04/27/2021 01:56:18 PM,Agree,Not agree
05/15/2020,MO,"11,204",,,184,0,729,,,18,0,05/17/2020 12:00:00 AM,Not agree,Not agree
05/15/2020,MS,"12,533","12,439",94,339,2,812,799,13,16,0,05/17/2020 12:00:00 AM,Agree,Agree
03/15/2021,VI,"2,767",,,0,0,25,,,0,0,03/16/2021 02:12:32 PM,,
05/03/2020,MO,"9,124",,,68,0,527,,,15,0,05/05/2020 12:00:00 AM,Not agree,Not agree
06/26/2021,NC,"1,012,136","860,834","151,302",418,107,"13,468","11,871","1,597",8,1,06/26/2021 12:00:00 AM,Agree,Agree
06/29/2020,MD,"67,559",,,305,0,"3,303","3,169",134,17,2,07/01/2020 12:00:00 AM,N/A,Agree
07/04/2021,MT,"113,909","101,626","12,283",18,2,"1,666","1,666",0,0,0,07/05/2021 02:30:02 PM,Agree,Agree
05/30/2021,VT,"22,644",,,10,2,248,,,0,0,06/01/2021 12:00:00 AM,Not agree,Not agree
08/26/2020,MT,"6,785","6,785",0,0,0,98,98,0,1,0,08/27/2020 01:42:08 PM,Agree,Agree
09/13/2020,NE,"38,188",,,80,0,434,,,0,0,09/15/2020 12:00:00 AM,Not agree,Not agree
02/27/2020,NE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
05/19/2020,IL,"98,030","98,030",0,1545,0,"4,379","4,379",0,145,0,05/20/2020 03:28:26 PM,Agree,Agree
04/15/2020,MO,"5,527",,,206,0,220,,,18,0,04/17/2020 12:00:00 AM,Not agree,Not agree
07/02/2020,CA,"310,769","310,300",469,10557,29,"7,072",,,98,0,07/03/2020 12:00:00 AM,Agree,Not agree
11/08/2020,IL,"487,987","487,987",0,10009,0,"10,538","10,196",342,50,8,11/09/2020 02:38:54 PM,Agree,Agree
01/22/2021,WI,"577,991","530,171","47,820",2303,233,"6,135","5,643",492,45,9,01/23/2021 02:50:13 PM,Agree,Agree
01/12/2021,ND,"95,135","91,463","3,672",167,61,"1,357",,,2,0,01/13/2021 02:44:58 PM,Agree,Not agree
11/22/2020,WI,"376,238","354,676","21,562",4019,512,"3,150","3,005",145,7,7,11/23/2020 03:04:35 PM,Agree,Agree
06/09/2020,IL,"129,936","129,212",724,797,0,"6,196","6,018",178,94,0,06/10/2020 08:56:25 PM,Agree,Agree
07/09/2021,CT,"349,969","320,137","29,832",171,33,"8,279","6,810","1,469",0,0,07/10/2021 02:17:36 PM,Agree,Agree
07/07/2020,IN,"48,626",,,295,0,"2,840","2,645",195,16,0,07/07/2020 12:00:00 AM,Not agree,Agree
08/24/2020,NE,"32,047",,,158,0,383,,,5,0,08/26/2020 12:00:00 AM,Not agree,Not agree
05/10/2020,CT,"33,554","31,714","1,840",570,-131,"2,967","2,243",724,35,-47,05/11/2020 09:26:08 PM,Agree,Agree
10/23/2020,CA,"922,574","914,038","8,536",4533,136,"17,981",,,43,0,10/24/2020 12:00:00 AM,Agree,Not agree
07/18/2020,GU,318,,,1,0,5,,,0,0,07/19/2020 03:05:47 PM,Not agree,Not agree
05/25/2021,GU,"8,143",,,2,0,139,,,0,0,05/26/2021 01:48:32 PM,Not agree,Not agree
06/17/2020,GU,192,,,4,0,5,,,0,0,06/18/2020 05:16:14 PM,Not agree,Not agree
03/23/2021,NV,"301,481",,,147,0,"5,188",,,14,0,03/24/2021 02:16:52 PM,,
05/21/2021,ME,"66,863","49,039","17,824",160,53,819,791,28,1,0,05/22/2021 06:59:37 PM,Agree,Agree
04/19/2021,VT,"20,696",,,91,2,238,,,0,0,04/21/2021 12:00:00 AM,Not agree,Not agree
04/03/2021,NV,"304,916",,,462,0,"5,274",,,14,0,04/04/2021 01:43:43 PM,,
03/11/2020,IL,27,,,8,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/07/2020,ME,"4,026","3,609",417,11,1,125,124,1,1,0,08/08/2020 02:58:44 PM,Agree,Agree
10/26/2020,MO,"187,539",,,3898,353,"3,320",,,42,0,10/28/2020 12:00:00 AM,Not agree,Not agree
04/29/2020,AL,"9,710","9,261",449,277,9,371,352,19,11,0,05/01/2020 12:00:00 AM,Agree,Agree
04/08/2021,WA,"373,113",,,1138,199,"5,316",,,10,0,04/10/2021 12:00:00 AM,N/A,N/A
05/10/2020,IN,"24,126",,,394,0,"1,645","1,497",148,39,5,05/10/2020 12:00:00 AM,Not agree,Agree
12/26/2020,MT,"79,433","79,433",0,504,0,919,919,0,3,0,12/27/2020 02:44:47 PM,Agree,Agree
06/30/2021,ID,"194,998","156,088","38,910",97,20,"2,152","1,875",277,3,1,07/01/2021 02:29:33 PM,Agree,Agree
02/03/2021,MO,"531,867",,,1617,534,"8,178",,,20,0,02/05/2021 12:00:00 AM,Not agree,Not agree
11/06/2020,MS,"128,389","109,372","19,017",1240,664,"3,796","3,331",465,12,7,11/08/2020 12:00:00 AM,Agree,Agree
07/26/2021,NH,"100,286",,,46,20,"1,385",,,0,0,07/27/2021 02:48:23 PM,Not agree,Not agree
02/05/2020,AL,54,46,8,1,0,0,0,0,0,0,02/07/2020 12:00:00 AM,Agree,Agree
10/16/2020,ME,"5,902","5,279",623,37,1,145,144,1,0,0,10/17/2020 02:09:18 PM,Agree,Agree
05/05/2021,ME,"63,175","46,877","16,298",318,97,793,767,26,2,0,05/06/2021 02:14:04 PM,Agree,Agree
12/05/2020,ID,"109,705","92,360","17,345",1339,222,"1,032",944,88,0,-1,12/06/2020 02:51:16 PM,Agree,Agree
03/13/2021,NE,"204,594",,,302,0,"2,127",,,3,0,03/15/2021 12:00:00 AM,Not agree,Not agree
10/21/2020,WA,"101,958",,,803,34,"2,286",,,4,0,10/23/2020 12:00:00 AM,N/A,N/A
04/19/2021,ND,"106,042","98,424","7,618",237,133,"1,482",,,3,0,04/20/2021 02:59:01 PM,Agree,Not agree
10/29/2020,VT,"1,981",,,15,0,57,,,0,0,10/31/2020 12:00:00 AM,Not agree,Not agree
01/08/2021,ME,"29,019","24,218","4,801",612,197,432,426,6,5,0,01/09/2021 03:26:08 PM,Agree,Agree
08/14/2020,MO,"70,777",,,1156,16,"1,601",,,18,0,08/16/2020 12:00:00 AM,Not agree,Not agree
03/09/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/15/2021,MI,"998,887","893,814","105,073",198,36,"20,910","19,659","1,251",10,0,06/16/2021 12:00:00 AM,Agree,Agree
11/25/2020,NC,"359,603","337,339","22,264",4820,665,"5,638","5,446",192,33,5,11/25/2020 12:00:00 AM,Agree,Agree
11/19/2020,NH,"16,277",,,528,202,506,,,2,0,11/20/2020 03:06:16 PM,Not agree,Not agree
06/28/2020,MO,"23,615",,,253,0,"1,099",,,11,0,06/30/2020 12:00:00 AM,Not agree,Not agree
09/26/2020,IN,"116,549",,,1142,0,"3,794","3,568",226,13,0,09/26/2020 12:00:00 AM,Not agree,Agree
11/25/2020,MD,"190,480",,,2319,0,"4,725","4,556",169,34,0,11/27/2020 12:00:00 AM,N/A,Agree
04/23/2021,IL,"1,316,091","1,316,091",0,3369,0,"24,083","21,777","2,306",27,5,04/24/2021 02:22:34 PM,Agree,Agree
12/25/2020,MT,"78,929","78,929",0,0,0,916,916,0,0,0,12/26/2020 02:34:18 PM,Agree,Agree
12/16/2020,WI,"478,162","444,798","33,364",2822,420,"4,493","4,196",297,85,11,12/17/2020 02:33:42 PM,Agree,Agree
03/08/2021,WI,"621,842","566,871","54,971",188,10,"7,106","6,481",625,0,0,03/09/2021 02:47:41 PM,Agree,Agree
05/01/2021,DE,"105,542","98,487","7,055",285,37,"1,626","1,485",141,1,0,05/03/2021 12:00:00 AM,Agree,Agree
12/02/2020,MS,"162,740","126,896","35,844",1733,918,"4,478","3,722",756,30,13,12/04/2020 12:00:00 AM,Agree,Agree
05/13/2021,IN,"732,692",,,882,0,"13,505","13,087",418,8,0,05/13/2021 12:00:00 AM,Not agree,Agree
06/13/2020,NH,"5,299",,,48,0,318,,,3,0,06/14/2020 02:19:43 PM,Not agree,Not agree
03/08/2021,MI,"700,673","635,206","65,467",2226,384,"16,777","15,781",996,18,0,03/09/2021 12:00:00 AM,Agree,Agree
04/14/2021,IN,"703,221",,,1196,0,"13,258","12,849",409,17,1,04/14/2021 12:00:00 AM,Not agree,Agree
08/08/2020,MT,"4,952","4,952",0,64,0,75,75,0,1,0,08/09/2020 02:03:10 PM,Agree,Agree
02/22/2021,MD,"377,628",,,662,0,"8,261","8,059",202,27,0,02/24/2021 12:00:00 AM,N/A,Agree
07/01/2021,GU,"8,373",,,7,1,140,,,0,0,07/02/2021 01:55:07 PM,Not agree,Not agree
05/14/2021,VI,"3,267",,,6,0,27,,,0,0,05/15/2021 01:54:58 PM,,
12/04/2020,MD,"212,384",,,3193,0,"5,032","4,858",174,36,1,12/06/2020 12:00:00 AM,N/A,Agree
04/11/2021,CT,"321,586","296,201","25,385",0,0,"7,944","6,530","1,414",0,0,04/12/2021 01:39:29 PM,Agree,Agree
09/19/2020,ND,"17,958","17,958",0,351,0,192,,,0,0,09/20/2020 01:53:10 PM,Agree,Not agree
01/17/2021,VT,"9,399",,,173,6,166,,,0,0,01/19/2021 12:00:00 AM,Not agree,Not agree
12/13/2020,WA,"208,217",,,2316,123,"2,879",,,0,0,12/15/2020 12:00:00 AM,N/A,N/A
06/12/2020,MI,"107,113","97,589","9,524",801,137,"6,138","5,835",303,10,0,06/13/2020 12:00:00 AM,Agree,Agree
04/20/2021,GU,"7,897",,,13,7,136,,,0,0,04/21/2021 02:12:05 PM,Not agree,Not agree
05/23/2020,MO,"12,550",,,86,0,827,,,14,0,05/25/2020 12:00:00 AM,Not agree,Not agree
07/14/2021,WA,"458,517",,,703,92,"6,027",,,5,0,07/15/2021 02:29:47 PM,N/A,N/A
05/21/2020,NC,"23,136","23,126",10,836,0,765,765,0,15,0,05/21/2020 12:00:00 AM,Agree,Agree
08/12/2020,GU,477,,,28,0,5,,,0,0,08/13/2020 02:12:28 PM,Not agree,Not agree
03/31/2020,MI,"19,887","19,409",478,1396,43,558,514,44,116,5,04/01/2020 12:00:00 AM,Agree,Agree
07/16/2021,NC,"1,022,876","868,342","154,534",1023,288,"13,523","11,917","1,606",4,1,07/17/2021 01:43:02 PM,Agree,Agree
01/06/2021,NC,"625,561","559,801","65,760",11755,"2,032","8,464","7,754",710,92,24,01/06/2021 12:00:00 AM,Agree,Agree
12/21/2020,MT,"77,324","77,324",0,154,0,881,881,0,16,0,12/22/2020 02:35:48 PM,Agree,Agree
12/03/2020,WI,"426,534","399,708","26,826",5604,986,"3,773","3,562",211,70,10,12/04/2020 03:00:59 PM,Agree,Agree
01/22/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/12/2021,ID,"183,691","147,471","36,220",317,58,"1,996","1,738",258,3,0,04/13/2021 02:00:37 PM,Agree,Agree
07/15/2020,ND,"4,668","4,668",0,103,0,89,,,1,0,07/16/2020 02:22:21 PM,Agree,Not agree
04/22/2021,MT,"107,718","99,077","8,641",181,23,"1,557","1,557",0,0,0,04/23/2021 01:57:50 PM,Agree,Agree
01/15/2021,CT,"223,422","210,193","13,229",1878,174,"6,594","5,355","1,239",41,5,01/16/2021 02:46:10 PM,Agree,Agree
05/03/2020,WI,"7,964","7,964",0,304,0,339,339,0,5,0,05/04/2020 10:49:24 PM,Agree,Agree
06/21/2020,NH,"5,544",,,26,0,339,,,0,0,06/22/2020 03:24:02 PM,Not agree,Not agree
01/18/2021,NE,"182,547",,,440,0,"1,842",,,5,0,01/20/2021 12:00:00 AM,Not agree,Not agree
02/01/2021,ID,"163,165","132,858","30,307",482,102,"1,735","1,522",213,10,1,02/02/2021 02:51:51 PM,Agree,Agree
10/09/2020,CA,"869,499","862,380","7,119",3812,99,"17,349",,,57,0,10/10/2020 12:00:00 AM,Agree,Not agree
03/13/2020,NE,10,,,0,,0,,,0,,03/15/2020 12:00:00 AM,Not agree,Not agree
05/22/2020,MI,"91,404","84,554","6,850",1921,230,"5,678","5,380",298,31,0,05/23/2020 12:00:00 AM,Agree,Agree
02/22/2020,NE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
01/22/2021,MT,"91,049","91,049",0,400,0,"1,104","1,104",0,4,0,01/23/2021 02:50:13 PM,Agree,Agree
07/04/2021,AL,"553,927","426,002","127,925",203,66,"11,429","9,112","2,317",5,1,07/06/2021 12:00:00 AM,Agree,Agree
02/05/2021,CT,"259,372","243,583","15,789",1431,122,"7,214","5,895","1,319",29,6,02/06/2021 04:05:17 PM,Agree,Agree
06/27/2020,NC,"67,276","67,187",89,1970,18,"1,405","1,405",0,15,0,06/27/2020 12:00:00 AM,Agree,Agree
06/12/2020,ME,"2,721","2,420",301,54,14,100,100,0,0,0,06/13/2020 05:46:26 PM,Agree,Agree
02/17/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/10/2020,WI,"3,068",,,183,,128,,,17,,04/09/2020 04:22:39 PM,Agree,Agree
03/26/2021,DE,"94,383","89,004","5,379",356,56,"1,536","1,398",138,0,0,03/28/2021 12:00:00 AM,Agree,Agree
06/15/2021,NH,"99,178",,,35,0,"1,364",,,1,0,06/16/2021 03:10:20 PM,Not agree,Not agree
06/17/2020,ME,"2,836","2,509",327,17,7,102,102,0,1,0,06/18/2020 05:16:14 PM,Agree,Agree
01/19/2021,MS,"259,733","167,182","92,551",1967,"1,247","6,374","4,575","1,799",33,17,01/21/2021 12:00:00 AM,Agree,Agree
03/05/2020,NC,2,2,0,1,0,0,0,0,0,0,03/05/2020 12:00:00 AM,Agree,Agree
02/07/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
07/01/2021,NE,"224,682",,,97,0,"2,260",,,-1,0,07/02/2021 01:55:07 PM,Not agree,Not agree
02/02/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
11/26/2020,WA,"160,775",,,2873,83,"2,704",,,0,0,11/28/2020 12:00:00 AM,N/A,N/A
02/12/2021,ME,"42,418","33,822","8,596",159,50,647,634,13,4,0,02/13/2021 02:50:08 PM,Agree,Agree
05/23/2021,DE,"108,380","100,984","7,396",47,5,"1,659","1,517",142,0,0,05/25/2021 12:00:00 AM,Agree,Agree
04/13/2020,MT,398,,,4,,7,,,1,,04/12/2020 04:22:39 PM,Agree,Agree
04/22/2021,NH,"92,911",,,516,264,"1,274",,,1,1,04/23/2021 01:57:50 PM,Not agree,Not agree
07/20/2021,AL,"563,940","432,809","131,131",1632,578,"11,460","9,141","2,319",2,-2,07/21/2021 02:18:34 PM,Agree,Agree
01/31/2021,CA,"3,454,220","3,328,797","125,423",13537,769,"50,943",,,455,0,02/01/2021 12:00:00 AM,Agree,Not agree
02/18/2021,NC,"844,779","736,611","108,168",2931,660,"11,902","10,542","1,360",42,7,02/18/2021 12:00:00 AM,Agree,Agree
09/03/2020,NE,"35,469",,,474,0,404,,,5,0,09/05/2020 12:00:00 AM,Not agree,Not agree
03/10/2021,MO,"557,125",,,699,252,"8,656",,,11,0,03/12/2021 12:00:00 AM,Not agree,Not agree
06/19/2021,CA,"3,856,109","3,702,163","153,946",1090,74,"63,438",,,10,0,06/20/2021 12:00:00 AM,Agree,Not agree
12/02/2020,ND,"81,105","81,105",0,970,0,977,,,11,0,12/03/2020 03:21:08 PM,Agree,Not agree
07/03/2021,MD,"462,565",,,30,0,"9,749","9,532",217,0,0,07/05/2021 01:25:13 PM,N/A,Agree
02/05/2021,WI,"598,902","548,221","50,681",1427,161,"6,575","6,020",555,30,2,02/06/2021 04:05:17 PM,Agree,Agree
03/11/2021,MI,"707,759","641,024","66,735",2315,423,"16,820","15,822",998,13,1,03/12/2021 12:00:00 AM,Agree,Agree
02/03/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/07/2020,NH,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
04/02/2020,MI,"22,791","22,190",601,1214,43,813,761,52,126,2,04/03/2020 12:00:00 AM,Agree,Agree
11/15/2020,MO,"273,335",,,2199,254,"4,190",,,58,0,11/17/2020 12:00:00 AM,Not agree,Not agree
05/03/2021,CA,"3,803,164","3,653,459","149,705",1357,112,"62,609",,,19,0,05/04/2021 12:00:00 AM,Agree,Not agree
09/01/2020,IL,"238,217","236,515","1,702",1492,0,"8,273","8,064",209,38,0,09/02/2020 01:49:48 PM,Agree,Agree
01/24/2021,WA,"301,382",,,1345,35,"4,114",,,0,0,01/26/2021 12:00:00 AM,N/A,N/A
01/10/2021,NV,"248,568",,,2259,0,"3,467",,,17,0,01/11/2021 03:01:02 PM,,
04/17/2020,MT,422,,,0,,8,,,0,,04/17/2020 04:22:39 PM,Agree,Agree
01/21/2021,DE,"74,476","71,107","3,369",713,62,"1,027",920,107,1,0,01/23/2021 12:00:00 AM,Agree,Agree
05/08/2020,NH,"2,947",,,104,0,121,,,7,0,05/09/2020 09:26:08 PM,Not agree,Not agree
01/15/2021,CA,"3,121,014","3,012,325","108,689",36025,"1,502","42,143",,,630,0,01/16/2021 12:00:00 AM,Agree,Not agree
04/26/2021,WI,"656,932","595,049","61,883",406,39,"7,473","6,756",717,0,0,04/27/2021 01:56:18 PM,Agree,Agree
12/04/2020,VT,"4,494",,,70,1,81,,,2,0,12/06/2020 12:00:00 AM,Not agree,Not agree
03/12/2021,MI,"710,101","642,957","67,144",2342,409,"16,839","15,839","1,000",19,2,03/13/2021 12:00:00 AM,Agree,Agree
07/17/2020,ID,"13,752","12,883",869,619,31,118,96,22,4,1,07/18/2020 04:14:26 PM,Agree,Agree
01/23/2021,CT,"237,815","223,508","14,307",0,0,"6,819","5,545","1,274",0,0,01/24/2021 02:36:49 PM,Agree,Agree
04/12/2020,ME,633,,,17,,19,,,0,,04/11/2020 04:22:39 PM,Agree,Agree
04/09/2021,MO,"573,137",,,577,219,"8,850",,,9,0,04/11/2021 12:00:00 AM,Not agree,Not agree
12/31/2020,CA,"2,505,307","2,425,999","79,308",60976,"2,506","32,085",,,578,0,01/01/2021 12:00:00 AM,Agree,Not agree
03/10/2021,AL,"519,824","402,185","117,639",480,138,"10,666","8,510","2,156",17,6,03/12/2021 12:00:00 AM,Agree,Agree
05/18/2020,CA,"99,286","99,154",132,1704,0,"3,770",,,91,0,05/19/2020 12:00:00 AM,Agree,Not agree
04/12/2021,MS,"308,875","189,526","119,349",375,197,"7,229","4,989","2,240",14,13,04/14/2021 12:00:00 AM,Agree,Agree
12/18/2020,ID,"128,218","106,967","21,251",1340,271,"1,275","1,131",144,16,6,12/19/2020 02:42:31 PM,Agree,Agree
02/04/2020,MI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/08/2021,MS,"314,574","192,703","121,871",170,72,"7,339","5,066","2,273",7,3,05/10/2021 12:00:00 AM,Agree,Agree
02/22/2021,ME,"43,736","34,633","9,103",142,67,660,645,15,2,0,02/23/2021 02:51:13 PM,Agree,Agree
05/30/2020,MS,"17,224","17,098",126,228,0,"1,008",991,17,7,0,06/01/2020 12:00:00 AM,Agree,Agree
05/01/2020,CA,"64,098","64,033",65,2015,2,"2,413",,,79,0,05/02/2020 12:00:00 AM,Agree,Not agree
01/22/2021,CT,"237,815","223,508","14,307",2019,156,"6,819","5,545","1,274",45,11,01/23/2021 02:50:13 PM,Agree,Agree
01/26/2021,NH,"63,172",,,404,230,994,,,4,3,01/27/2021 02:53:24 PM,Not agree,Not agree
03/30/2020,GU,60,,,2,,1,,,0,,03/29/2020 04:22:39 PM,Not agree,Not agree
04/06/2020,WA,"7,846",,,385,0,371,,,34,,04/08/2020 12:00:00 AM,N/A,N/A
11/25/2020,MT,"58,565","58,565",0,1061,0,652,652,0,22,0,11/26/2020 02:44:21 PM,Agree,Agree
03/22/2020,NH,78,,,13,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
07/04/2020,MT,"1,167","1,167",0,39,0,23,23,0,0,0,07/05/2020 03:00:14 PM,Agree,Agree
03/16/2021,NC,"891,919","771,787","120,132",2252,590,"12,467","11,022","1,445",9,0,03/16/2021 12:00:00 AM,Agree,Agree
05/28/2021,VT,"22,624",,,7,1,248,,,0,0,05/30/2021 12:00:00 AM,Not agree,Not agree
09/30/2020,MO,"137,252",,,1838,80,"2,525",,,23,0,10/02/2020 12:00:00 AM,Not agree,Not agree
06/11/2021,MO,"605,569",,,552,145,"9,196",,,1,0,06/12/2021 02:13:34 PM,Not agree,Not agree
12/16/2020,ME,"17,904","15,578","2,326",609,157,277,273,4,10,0,12/17/2020 02:33:42 PM,Agree,Agree
03/13/2021,WI,"625,045","569,364","55,681",537,75,"7,178","6,538",640,14,1,03/14/2021 01:53:25 PM,Agree,Agree
04/01/2020,CT,"3,557",,,429,,85,,,16,,03/31/2020 04:22:39 PM,Agree,Agree
03/18/2020,ID,10,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/03/2020,IN,"3,457",,,418,0,172,155,17,23,2,04/03/2020 12:00:00 AM,Not agree,Agree
02/20/2020,DE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/31/2020,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/01/2020,AL,"272,362","224,526","47,836",4014,772,"5,400","4,554",846,30,4,12/03/2020 12:00:00 AM,Agree,Agree
05/10/2020,DE,"7,152","6,659",493,487,269,225,214,11,1,0,05/12/2020 12:00:00 AM,Agree,Agree
06/01/2021,MT,"111,844","101,279","10,565",15,0,"1,613","1,613",0,0,0,06/02/2021 02:35:40 PM,Agree,Agree
06/16/2021,ND,"110,520","101,391","9,129",28,6,"1,523",,,1,0,06/17/2021 02:38:09 PM,Agree,Not agree
08/25/2020,CA,"711,837","708,017","3,820",2610,53,"13,975",,,107,0,08/26/2020 12:00:00 AM,Agree,Not agree
10/30/2020,NV,"99,786",,,1232,0,"1,777",,,8,0,10/31/2020 01:30:31 PM,,
05/27/2021,DE,"108,648","101,208","7,440",68,13,"1,660","1,518",142,0,0,05/29/2021 12:00:00 AM,Agree,Agree
03/06/2020,DE,1,1,0,1,0,0,,,0,,03/08/2020 12:00:00 AM,Agree,Agree
10/17/2020,MI,"266,898","241,668","25,230",1593,136,"7,422","7,084",338,26,2,10/18/2020 12:00:00 AM,Agree,Agree
08/30/2020,NE,"34,046",,,293,0,392,,,0,0,09/01/2020 12:00:00 AM,Not agree,Not agree
01/14/2021,MT,"88,110","88,110",0,457,0,"1,077","1,077",0,8,0,01/15/2021 02:46:04 PM,Agree,Agree
06/10/2020,AL,"28,346","27,332","1,014",818,29,"1,020",952,68,15,1,06/12/2020 12:00:00 AM,Agree,Agree
09/29/2020,IN,"119,066",,,744,0,"3,850","3,624",226,20,0,09/29/2020 12:00:00 AM,Not agree,Agree
06/02/2020,ID,"2,933","2,660",273,27,10,83,63,20,0,0,06/03/2020 02:11:36 PM,Agree,Agree
09/02/2020,MO,"94,491",,,1786,68,"1,919",,,14,0,09/04/2020 12:00:00 AM,Not agree,Not agree
05/28/2021,DE,"108,752","101,297","7,455",104,15,"1,660","1,518",142,0,0,05/30/2021 12:00:00 AM,Agree,Agree
01/31/2021,MT,"93,949","93,949",0,187,0,"1,233","1,233",0,1,0,02/01/2021 02:50:29 PM,Agree,Agree
05/02/2021,MD,"449,509",,,520,0,"9,347","9,135",212,20,0,05/04/2021 12:00:00 AM,N/A,Agree
04/08/2020,WA,"8,486",,,322,0,420,,,26,,04/10/2020 12:00:00 AM,N/A,N/A
01/30/2021,VT,"10,958",,,136,3,177,,,1,0,02/01/2021 12:00:00 AM,Not agree,Not agree
06/19/2021,ME,"68,799","50,312","18,487",23,7,854,824,30,0,0,06/18/2021 01:48:26 PM,Agree,Agree
08/21/2020,NE,"31,626",,,278,0,376,,,3,0,08/23/2020 12:00:00 AM,Not agree,Not agree
05/09/2020,VT,841,,,2,0,52,,,0,0,05/11/2020 12:00:00 AM,Not agree,Not agree
03/26/2020,CT,"1,012",,,137,,21,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
02/07/2021,IN,"640,380",,,1736,0,"12,307","11,922",385,29,0,02/07/2021 12:00:00 AM,Not agree,Agree
05/05/2021,CT,"341,571","313,137","28,434",609,164,"8,124","6,682","1,442",7,3,05/06/2021 02:14:04 PM,Agree,Agree
11/18/2020,CT,"97,028","90,529","6,499",2042,91,"4,784","3,849",935,13,3,11/19/2020 03:01:36 PM,Agree,Agree
01/27/2020,VI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
02/13/2021,CA,"3,580,980","3,448,331","132,649",6997,454,"55,757",,,327,0,02/14/2021 12:00:00 AM,Agree,Not agree
07/08/2020,CT,"47,108","45,129","1,979",75,2,"4,343","3,471",872,5,0,07/09/2020 03:14:15 PM,Agree,Agree
02/16/2020,VI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
12/29/2020,CA,"2,383,864","2,309,927","73,937",27610,"1,539","30,890",,,587,0,12/30/2020 12:00:00 AM,Agree,Not agree
09/23/2020,IL,"281,312","279,114","2,198",1848,0,"8,744","8,508",236,22,0,09/24/2020 01:54:02 PM,Agree,Agree
06/15/2021,VI,"3,729",,,12,0,30,,,1,0,06/16/2021 03:10:20 PM,,
09/27/2020,WI,"122,478","115,862","6,616",2247,30,"1,291","1,281",10,0,0,09/28/2020 01:50:59 PM,Agree,Agree
