id,tweet
839,"Here we are, country so rich in expertise, resources, capacities. Yet weâ€™re watching complete failure. Doubly
shocking bec Trump not only doesn't knowÂ how to approach issue but he blocks those who do. @IChotiner to @JeffreyDSachs
 
https://t.co/GefT7BzpKX"
840,"If you're playing to both sides game right now, you're failing. https://t.co/F4YjfVaDVw"
841,"The Corona Messiah has struck down the AntiChrist once again After declaring a false prophecy to spread an evil rumour of harm &amp; death.His mouth has been struck dead, His Press Hells have been cancelled until further notice. Too bad AntiChrists dont like having  dead mouth.."
842,"@BLH4House Take 2 minutes.

https://t.co/Y08ke21476"
843,I want some of whatever drug he's on! I'd have no anxiety about tomorrow at all. Trump lives in a Fantasy land all his own! https://t.co/qECiJ1usZA
844,2020; A Golden year for News Media lmfaooo https://t.co/NL4BxGy8Wg
845,"Production of N95 1860 and 1810 face mask available from 3M Mexico with prices starting at $2.99. #Hospital or government contracts only!!! Send me a dm for more information 
#coronavirus  #covid19 #healthcareheroes #medicalprofessionals https://t.co/DYq7geMvCH"
846,@RogueSNRadvisor From COVID ? Will that finally matter to trump? Ya know - theyâ€™re buddies and all.
847,@realDonaldTrump If only you could say that the tests.  #COVID19 but we all know thatâ€™s a lie.
848,Innovation in Education has been at the forefront of the @Lindsay_USD strategic design for years. Coronavirus will just help us rethink even more possibilities for the Lindsay Learners. #anywhereanytime #learning https://t.co/lXqIrsa5Af
849,@ScubaShep @BigBlackGED @Lega1izeit @marklars @McNukes @MarkDice @CuomoPrimeTime @ChrisCuomo They've had to put out warnings about that medication it's not showing any usefulness for Covid there is another one that isn't working either
850,My article in Aljazeera ran more than a month ago and they all had notice and look where we are! See my pinned tweet for article on the coronavirus in jails! https://t.co/GDdvA9mDoj
851,A one size fits all approach to containing COVID-19 does not make sense. This is not simply a health versus economy issue. https://t.co/Ye7F49NZVM
852,ðŸ™ðŸ½ We can get through thisâ€¼ï¸ https://t.co/Oh5W6YYfHZ
853,Hereâ€™s where the bleach notion likely came from. Funny that his own deranged followers may  take tRUmp down when his mob links and Russian and Chinese loans  donâ€™t. https://t.co/eNISu1pzHg
854,"I agree. 

We need to convert more commercial real estate into housing. 

Just as mega malls are dying, downsizing corporate mega campuses will be the trend for the next 10 years. https://t.co/kkWnMJbUU2"
855,"@kim AWESOME ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ» I called it at 2:30 pm PST &amp; figuratively tweeted around 3, The Anti Christ False Prophet of Profit had been smited by the Corona Messiah. In my informed opinion,  All that died need to be honored as martyrs earning undying respect. As such #DONTVOTEREDIN2020."
856,Yes...you...are! https://t.co/XiMjoJro5T
857,Iâ€™m done talking. Yâ€™all can just die ðŸ¤·ðŸ½â€â™‚ï¸ https://t.co/hTeSlYs4FB
858,Does Malpractice cover a placebo controlled trial on COVID19? Giving placebo to a patient with COVID is like putting gasoline on a fire. Letâ€™s be real here. ROME IS BURNING ado you ask what kind of pale you use to wipe out the fire ? First wipe out the fire than ask what worked? https://t.co/YTsvuw1BpU
859,@adamfeuerstein In a PANDEMIC every research should be allowed even the most OUT OF THE BOX PROTOCOL as long as IRB and @US_FDA approve them. Medicine is an art last I checked. Why are scientists dictating to MDâ€™s how to save lives? Maybe they should be on the frontline breathing in that COVID19
860,@Baligubadle1 @realDonaldTrump 420 people died a day in NY in 2015. Now the news is saying only 158 people died in New York a day and some how 400 or so die a day from Corona Virus and nothing else in NY. Why the need to lie? Why? If they are such good people why lie?
861,@itsJeffTiedrich @realDonaldTrump 420 people died a day in NY in 2015. Now the news is saying only 158 people died in New York a day and some how 400 or so die a day from Corona Virus and nothing else in NY. Why the need to lie? Why? If the news are good people and winning why lie to the American people?
862,@soloyochapin @itsJeffTiedrich @realDonaldTrump 420 people died a day in NY in 2015. Now the news is saying only 158 people died in New York a day and some how 400 or so die a day from Corona Virus and nothing else in NY. Why the need to lie? Why?
863,@ammaralmajid @realDonaldTrump 420 people died a day in NY in 2015. Now the news is saying only 158 people died in New York a day and some how 400 or so die a day from Corona Virus and nothing else in NY. Why the need to lie? Why?
864,@funder @realDonaldTrump 420 people died a day in NY in 2015. Now the news is saying only 158 people died in New York a day and some how 400 or so die a day from Corona Virus and nothing else in NY. Why the need to lie? Why? Plus my boyfriend works at a hospital he says itâ€™s empty in OC California.
865,Great now I get to worry every time I have a headache https://t.co/7ukst5xL66
866,Really?  This would be funny except he is president of the United States. https://t.co/SPCPqRrF8A
867,Exactly but the businesses that actually needed it are left out in the cold https://t.co/ojZ1Im9vre
868,the biggest moron on earth is the â€œpresidentâ€ SCIENCE PROVES climate change is real and so many other things that this ignorant fuck thinks are a hoax. GET HIM OUT OF OFFICE!! Humanity and the earth will CONTINUE TO SUFFER because of him!!! Please listen to Bernie!! https://t.co/5PoM5vs247
869,"Direct US channel of 3M #1860 face mask with prices starting @ $1.99
Captivity is 8m per week for #Hospital or #government agencies in the #USA only.
Please contact me immediately for a position 
 #medicalprofessionals  #firstresponders #coronavirus https://t.co/pLF9JGoPun"
870,"America Shouldnâ€™t Have to Play by New York Rules
 
Well, @BretStevensNYT, I'm in #California and following every word from only 2 leaders making any sense: @GavinNewsom &amp; @NYGovCuomo.  https://t.co/pj3IiKabeH"
871,Fauciâ€™s NIAID Funded Wuhan Lab Scientists To Research Bat Coronavirus via @nationalfile https://t.co/bPmva2qwhx
872,Will capitalism change because of #coronavirus?
873,"The SLO Food Bank needs your help NOW - just $5, $10 or $50 per month. The Covid pandemic will cause a long &amp; sustained need for food.

SLO Food Bank, they turn $1 into $4 to feed the of people in SLO County. #PeopleOfAction #TogetherWeFightHunger https://t.co/DcRRHBdalC https://t.co/faV7udIF65"
874,"Homeschooling Daze, my latest Corona Chronicles collabo with the brilliant @rachellevinsf out this weekend in @sfchronicle https://t.co/wZm0cTSDrv"
875,Why? Is he golfing? https://t.co/iQtod8i9j5
876,Holy hell. https://t.co/ULh6hQ1OMS https://t.co/GbKrksHI1H
877,@meguiars during #covid19 I have a lot of time to clean ðŸ§½ my #ride a @chevrolet #volt and I use #meguiars #endurance #tire #spray to give my @michelinusa #tires their #shineðŸš—ðŸš•ðŸš™ @meguiars itâ€™d great if you couldâ€¦ https://t.co/lBVKwY9JZC
878,@realDonaldTrump depends on ignorant fools who hear and see what REALLY happened &amp; yet believe the lies that #LiarInChief tells. https://t.co/4tlti5agRY
879,Donâ€™t drink bleach. https://t.co/waj9TE7yel
880,The employee who tested positive last worked on Wednesday morning https://t.co/KNPhn4qPuc
881,6/AMZN is the perfect hedge for covid-19. E-commerce and Whole Foods have benefited. AWS should not be impacted much (maybe some slowness in sales). But AMZN is at all time highs and trades at a ridiculous PE. Margins could be hurt by product mix and any miss could hit the stock
882,Orange County truly is the Florida of California. https://t.co/5zpaOjckWo
883,'Caught': Trump Flees His Own Briefing After Getting Busted For Toxic Mi... https://t.co/I5930zyhBl via @YouTube He was told whatâ€™s wrong with the stupid comments heâ€™s making  about coronavirus. Just hopefully the people who voted with Him.  Open your eyes people.
884,@safopus COVID testing?
885,@PPM0511 @yellyunicorn Looks fun. I wish I could come share Corona beer
886,"@realDonaldTrump Actually you said the coronavirus was the DEMS hoax to to bring you down.  YOU cannot change the facts in those videos.

You should have been leading &amp; preparing for the pandemic, but you were golfing holding rallies &amp; launching personal attacks.
50,000 deaths are upon your head."
887,"@ResistRemove45 @realDonaldTrump â€˜The past was erased, the erasure was forgotten, the lie became the truth.â€™
-- 1984

""I never said that the CoronaVirus is a 'Hoax', I said that the Democrats, and the way they lied about it, are a Hoax.""
-- #45* https://t.co/6wb1DJTLSx"
888,"Hillsong 8pm Saturday night service!!! Let's go!!! ðŸ”¥ðŸ”¥ðŸ”¥

#WelcomeHomeCA #guitarwiz2k #thecsarproject #worship #worshiponline #coronavirus #unstoppablegod #jesus #holyspirit #heisrisen #salvationisfree @ Glendale,â€¦ https://t.co/vl3WQY3FhB"
889,I love data https://t.co/SMNMc19yNT
890,"Hillsong LA Service with Pastor Ben Houston and our church family

Meet online at:
https://t.co/rWJtRZUwyl

#WelcomeHomeCA #guitarwiz2k #thecsarproject #worship #worshiponline #coronavirusâ€¦ https://t.co/CPeBKeMM3P"
891,You cannot make this stuff up... https://t.co/1WsThb2iOu
892,I wish the coronavirus would go away just so that the cheesy commercials that are like â€œin these times of crisis we will get through this togetherâ€ with shitty whistling ukulele music in the background would end
893,here come the tears again https://t.co/X0UHhX27mL
894,".@RonnieRadke talked to me a while back wanting to help out w/ things since we were robbed to end our tour together. Then COVID shut things down for who knows how long.

He streamed today for over 5 hrs straight &amp; w/ the help of FIR + TWA fans he sent me this... ðŸ˜­â¤ï¸

UNREAL. https://t.co/Ja65ggUfUv"
895,"â€œMiracles shouldnâ€™t be Plan A.â€ Thank you, Brad. :D https://t.co/8MeZBgCemO"
896,@doctorstem I am so proud of my friends &amp; @ocdestem colleagues @DoctorStem &amp; @MrsDoctorStem &amp; their amazing family #TogetherAtHome making #PPE for our #FrontLineHeroes! #BetterTogether #StayHomeChallenge #COVID19
897,"@realDonaldTrump During a 2/28/2020 campaign rally in South YOU likened the Democrats' criticism of yours administration's response to the new coronavirus outbreak to their efforts to impeach you, saying ""this is their new hoax."" Thus downplayed  the severity of outbreak, comparing it to flu!"
898,Thatâ€™s honestly crazy though thereâ€™s like 50 genders yet only 2 have gotten the corona virusðŸ¤”
899,"At first #coronavirus was delegated to @jaredkushner. 
Then #coronavirus was delegated to @VP.
Now #coronavirus delegated to Ben Carson?

No doubt about it - @realDonaldTrump isn't handling #coronavirus. https://t.co/2khyHfsI8V"
900,"USGS reports a M0.99 #earthquake 10km SW of Corona, CA on 4/26/20 @ 8:51:50 UTC https://t.co/sXRyAoUAuB #quake"
901,"A 1.0 magnitude earthquake occurred 6.21mi SW of Corona, CA. Details: https://t.co/qDRYKEtreY Map: https://t.co/iluLot9Gnw"
902,Another Navy ship deals with an outbreak. #coronavirus https://t.co/kCxqQfvmff
903,"@FlyThaiMMA After tens of 1000s preventable US deaths due to #TrumpDenial of #coronavirus threat #TrumpCalledItaHoax for 2 mos, 

you remind us not only #TrumpIsIncompetent, but heâ€™s a criminal #sexpredator TOO.

Umm, Thanks??

#WheresTheDNA Don?
#EJeanCarroll #SummerZervos #ByeDon2020"
904,Thatâ€™s awfully nice of him. https://t.co/TTT4Z7nm19
905,"America has, and unfortunately will continue to profit off the backs of Black people in this country

America was BUILT on slavery

This should not be a surprise to anyone https://t.co/SlaVac0TjJ"
906,Antibody tests suggest that coronavirus infections vastly exceed official counts https://t.co/oqYeB02B70
907,Tonightâ€™s the night. Join us! #TogetherInPride https://t.co/gCQ3BjqSi4
908,BOOM! Stanford Doctor Reveals GAME CHANGING Covid-19 Numbers That Will S... https://t.co/yKdkim3RT3 via @YouTube
909,The more you know... https://t.co/sshv0DPIsY
910,"Women academics, particularly mothers, went into carework overload when the virus struck. In my observations, itâ€™s been mostly women who have been responding to the needs of their students, children, extended family, colleagues, and communityâ€”all at the same time. https://t.co/XlHYAM0Kvj"
911,"Join us for Sunday morning 10am service at: https://t.co/iboNj5bl1m

#WelcomeHomeCA #guitarwiz2k #thecsarproject #worship #worshiponline #coronavirus #unstoppablegod #jesus #holyspirit #heisrisenâ€¦ https://t.co/Oc1ZFnbAIO"
912,"Join our 10am service at: https://t.co/iboNj5bl1m

#WelcomeHomeCA #guitarwiz2k #thecsarproject #worship #worshiponline #coronavirus #unstoppablegod #jesus #holyspirit #heisrisen #salvationisfree @ Glendale,â€¦ https://t.co/oPMiIkpCu5"
913,"@SanDiegoCounty ""An incredible asset""

From Mongolia to the United States and now, @Escondido_CA Water Quality Lab Associate Chemist Oyuna Jenkins is the @cwea â€œLaboratory Person of the Yearâ€ for 2019-20. Story in the Water News Network: https://t.co/t0MAnsYOyN #cawater #science #coronavirus"
914,@DrDonFuq @DrinkHardRacing Deal! Iâ€™ll be down to Corona in the next few weeks. Iâ€™ll ring you up
915,"In 9 months time, even in the best case scenario, we will still be digging ourselves out from COVID-19. Mending the economy, setting up systems to resume life. 

Joe Biden will be taking the reins, working with scientists and industry, leading with wisdom and compassion."
916,#PublicSafety #Smallbusiness #pscp Other ways to support our communities. @SanDiegoCounty @Tylocal522 @ocfirefighters @CDPHDirector @calfirel2881 @CALFIRESANDIEGO @CalChiefs_CFCA @FdacOrg @SFFFLocal798 @SacFirePIO @CAFirefighters @RiceBriank https://t.co/4Hcsu859E2
917,Ron DeSantis calls Florida â€˜Godâ€™s waiting roomâ€™ for dying seniors at coronavirus press conference | Raw Story https://t.co/oquAnCSRrH via rawstory
918,@bisping Hah no corona virus is gonna want any part of that marmite!
919,orange county doesnâ€™t deserve medical treatment after willingly reopening their beaches just because they â€œmiss their freedomâ€. LMFAO have fun with corona. youâ€™re ruining it for everyone.
920,"@PressSec , clean-up on aisle 4, get your lies ready big girl! https://t.co/LazvcBTpo7"
921,Andy just said Corona canâ€™t find you in the ocean! ðŸ˜‚
922,"#Our #sunday #corona #quarantine #â¤ï¸ @ Malibu, California https://t.co/n5b4Fo66s2"
923,@GerardHarbison @bopinion @RameshPonnuru I gave raw numbers of COVID-19 deaths and populations with the assumption that you could eyeball which country had a lower death rate per population.
924,"The COVID-19 Global #Rheumatology Alliance has developed a registry to capture medical findings relevant to people with rheumatic disease who have been diagnosed with #COVID19. So far, 17% of those 110 reported cases represent people with #lupus.ðŸŒŽ 

https://t.co/NAlTZizUlg"
925,"When you see someone in a Dirk jersey out in public, but you canâ€™t go tell them that you love them because of the coronavirus. https://t.co/Z1UqWCJlXx"
926,"Covid making us slow down.  

strawhouseresorts https://t.co/eQzJUXWXVv 
#stayingathomechallenge #enjoyinglifetothefullestðŸ’¯ #trinityriver #trinitycounty #trinitycountyca #covidmakingusslowdown #lovewhereweliveâ€¦ https://t.co/a6cjVkb2Ad"
927,Lol pb cmon ... I know itâ€™s beach time but fr ... represent and spread that shit ðŸ˜‚ðŸ˜·ðŸ¤£ðŸ˜· .. first couple hot days #pacificbeach https://t.co/BZD5APPGlb
928,'The #Food #SupplyChain Is Breaking.' @TysonFoods Warns of #Meat (#Beef ðŸ¥© #Chicken ðŸ“ &amp; #Pork ðŸ–) #Shortage as Plants Close Due to #COVID19 #coronavirus https://t.co/HfmZ8MxLnh
929,"Day who knows: been lost in animal crossing, making masks, &amp; my @OfficialCricut ... Iâ€™m not too upset about that #Quarantine #COVID19 #stayhome"
930,"Michelle Golberg raises the question, will #coronavirus become the ""key event in the dissolution"" of ""the story of American decline?"", as was #Chernobyl in the decline of the #SovietUnion."
931,Heartbroken as the first riverside inmate has died of covid-19. The sheriff has blood on his hands. See my article warning of this! https://t.co/cuyEP0mRBR @NBCNews @AJEnglish @AlJazeera https://t.co/3stoLEjGTs
932,"Great wee book explaining the coronavirus to children, illustrated by Gruffalo illustrator Axel Scheffler https://t.co/cZ6102BOI7 via @NosyCrow ðŸ‘ðŸ»"
933,"@WestMarinFund is keeping up on all the latest links to essential #COVID19 info specific to #westmarin - check out our Resource Page for rental assistance links, small business support and more: https://t.co/KGLNuACW4S"
934,"Weâ€™re almost there, proving (1) the CCP VIRUS came from a PRC biowarfare lab and (2) it was intentionally released on the planet. If so, THIS MEANS WAR!! https://t.co/K9yxQZXAVj"
935,"""In Pakistan with high mountains like Switzerland, the spread of the coronavirus is on the rise. We show solidarity with the people of Pakistan and wish them much strength. #hope #Zermattâ€¦ https://t.co/r1NXvrznIq"
936,Girl entrepreneurs...ðŸ™„ https://t.co/87pHiqYY0r
937,"Showdown looms between Silicon Valley, U.S. states over contact tracing apps | Article [AMP] | Reuters https://t.co/ug4WeONx1A"
938,"yes yes yes !! 

everyone, it seems, has a story about govt acting stupidly with corona 

3 weeks ago i was exercising in a park, ALONE, l-i-t-e-r-a-l-l-y no one in the park besides me, and some city person in a truck scoots on up and tells me to scram https://t.co/oHKDuXCCDD"
939,UGH my love for New Zealand grows on the daily https://t.co/Mwcvd0Mmho
940,"things that all frontline workers should get after covid is gone:

- free admission to every single theme park
- free wetzelâ€™s pretzels for life
- every new nintendo console that comes out
- a very nice rug!!! any pattern!!!
- free casper mattress 
- free mental health services"
941,WHO: â€˜Currently No Evidenceâ€™ That COVID-19 Survivors Have Immunity | NBC... https://t.co/UgPsNjDQBz via @YouTube
942,"@Vesemirr @MarshalColorado @peterdaou @SoItGoes412 @yaosio @ProudResister This is a photo of President Johnson in 1968 about the time American deaths in Vietnam reached 40,000, the number of Americans dead so far from COVID-19. https://t.co/tISNDej8px"
943,"Anyone really know where coronavirus originated? Did it start in Europe and later discovered in Wuhan, China? Nobody knows"
944,"The @CDCgov has added 6 more symptoms, in addition fever, cough, &amp; shortness of breath, to its existing list of symptoms for #COVID19 #coronavirus (chills, repeated shaking with chills, muscle pain, headache, sore throat and new loss of taste or smell). https://t.co/KWkAs7I3YN"
945,"Good morning from us! We love you. You are the best. Having you in our lives for years now has meant, even before this coronavirus lockdown, that we are not alone in isolation. We are, I am, grateful. Hang in there!â€¦ https://t.co/Qaz0ws7Wxk"
946,"January 4, 2020
World Health Organization reporting COVID-19 https://t.co/7CXOcxwfI4"
947,@CyrusMMcQueen Havenâ€™t you heard about the hot new Coronavirus partners guessing game? Itâ€™s called â€œWhy did you do it that way?â€  No one wins.
948,"One guy in 5th Ave, yes. Over 51,000 dead SO FAR from a failed response to Covid-19, that would be a no https://t.co/l5cozlnU9N"
949,Praying for the family.  #COVID19 ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ» https://t.co/2j2Xp4l7pO
950,Hahahaha.  Sending prayers to even the dumb ones. https://t.co/ITqinzuP9C
951,"@4lisaguerrero Unfortunately , we will be seeing more of this, as hospital staff are getting PTSD and severe depression from treating so many COVID patients that did not make it. It wears on you, as a doctor, nurse or RT to lose so many patients."
952,"Whistleblower Protection 

Section 11(c) of the OSHA Act, private sector workersâ€”including in the healthcare sectorâ€”are protected from retaliation if they raise health- and safety-related concerns about their workplace.
https://t.co/qB5RHe7R0e"
953,@atrupar The UK is reporting a toxic like shock syndrome and/or Kawasaki-like disease - whole body inflammation especially heart and medium sized arteries throughout children's bodies. They fear it may be a new response to Sars-Covid-2.
954,@ProfBlacktruth always said them WS know what to do with their tools when they're done with them...no more butter biscuits... https://t.co/UwMR8RTzHy
955,"The USA is just one big Dunning-Kruger Effect at this point.ðŸ¤·â€â™€ï¸ google search &lt; doctorate 
#sorrynotsorry #covid19 #QuarantineLife #saferathome #StayHome #dunningkruger #usa #coronavirus"
956,@sl1mrava2 @perlmutations I'm just giving you facts about what South Korea did without shutting down business. They are coming out the first Country Covid 19 free. Currently there isn't a gold standard for testing for Covid19. I would have to say 95% was isolating the elderly if I had to guess.
957,"This week weâ€™re starting our sixth week of shelter-in-place. Weâ€™ve all been busy studying, teaching and adapting to new ways of life. Hereâ€™s a quick note from #NDNU Interim President Dan Carey &amp; my colleagues who are caring for campus in our absence. https://t.co/aB4II4y3iX"
958,"@realDonaldTrump Like most Black people, I was upset when Donald Trump won. But after three and a half years, how can you not love this President? He makes things happen! He has a firm command on everything from Covid-19 to the economy to the military. And he takes  great care of Black folks!!!!!"
959,"He never said that! Holy cow, if your followers want to do it go right ahead!!! ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/T8kDi8Bj2k"
960,Congratulations @dutchbrosfresno !!! https://t.co/peSuBaC3iz
961,@eladgil Forgetting that one asymptomatic kid with Covid will infect many more
962,"@WalshFreedom It is time to let @realDonaldTrump the economy he's bragging about DOES NOT EXIST. 

HIS FAILURE in handling the coronavirus crisis SANK both the economy &amp; the stock market. 

THAT IS 100% ON HIM!"
963,Coronavirus: Cal Maritime Academy approved to resume in-person classes beginning in May https://t.co/X0me6uAtaz via @abc7newsbayarea
964,"Damn this hit hard

â€˜â€˜Twas some unforgettable times here https://t.co/5YeU368zsu"
965,@realDonaldTrump #WeThePeople would appreciate it if the #coronavirus could take the podium for a news conference to tell us how it is going to save us all from you. #TrumpPressConference #TrumpVirus #TrumpLiesAmericansDie #TrumpOwnsEveryDeath #TrumpForPrison2020 #Resistance
966,We need a new Bruno Mars album when this corona ends
967,"2016 election season felt like a Flashpoint period to me

Things ain't been right since then https://t.co/GCz9MNGcJI"
968,Thank you @LorenaSGonzalez for advocating for immigrants in detention &amp; making connection to broader public health impact in our region &amp; urging others to be responsive &amp; proactive in preventing more unnecessary deaths.We know that when SD pulls together we can care for everyone https://t.co/T1GmicLGqs
969,"our class action proposes a system for reducing the detention centersâ€™ population, beginning with the most vulnerable detainees, through the orderly release of people to their networks of care, where they can self-quarantine and practice social distancing. #COVID19"
970,May his soul rest in peace ðŸ™ https://t.co/8GdWUqnQo3
971,All these billion dollar companies asking us to donate money for covid 19 relief ðŸ˜’ 1 in 6 of us are employed!!
972,"Dr. Michael Joyner, the Guy Who Predicted the Sub-2:00 Marathon, Now Helping Lead the COVID-19 Fight https://t.co/d57Bc5cUYh via @letsrundotcom"
973,Has @VP's phone service been disconnected? https://t.co/nnXcuTP4Bx
974,@realDonaldTrump in case your staff is not giving you facts: https://t.co/w5V28HfPha
975,"This is your daily reminder that an ounce behavior is worth a pound of words.

#SanfordMeisner https://t.co/7HjGzDt9XM"
976,"Damn you coulda made the headline a little lighter, sheesh https://t.co/u7OIWutFO7"
977,"When this is all over, I want remember stories like this one. The people who stepped up to help honor our 2020 graduating seniors when they thought their senior year was ruined. @ABC10 â¤ï¸ https://t.co/UYEETCaVQK"
978,"D.C. joins jurisdictions in California, Washington state &amp; New York in revising estimates of when the #coronavirus began. Remember, there's still no such thing as #immunologypassport.
Who's in charge?
https://t.co/Oa7402EozQ"
979,"Well....extended another month.....ðŸ™„

Coronavirus: 6 Bay Area counties extend shelter-in-place orders through end of May https://t.co/t0qLlPMpOS @abc7newsbayarea"
980,"@PressSec @realDonaldTrump We are facing the WORST economic crisis in history.

The economy &amp; stock market both of tanked because of @POTUS'
FAILURE to properly handle the coronavirus crisis.

He took office with a great economy on a upward trajectory &amp; has destroyed it with game playing &amp; incompetence!"
981,thatâ€™s krazyyy https://t.co/G6BklWT3vR
982,I am someone! It ain't no joke people! Permanent scarring to my lungs https://t.co/tRHTG4XL94
983,"@Butterbean411 @JianLu78266596 @BreitbartNews The 58,000 dead from the Vietnam War and the #Coronavirus have something in common: @realDonaldTrump Donald Trump didnâ€™t fight for any of them.
 #TrumpCalleditaHoax #IDontTakeResponsibilityAtAll 
#spoonfulofClorox https://t.co/6updU72m4d"
984,"@swimmerbr78 I just wonder how someone manages to get their dog tested when so many humans are unable to do so...  And, more importantly, if I have to now worry about my dog getting COVID, there arenâ€™t enough cookies (and martinis) to keep me going...."
985,Then I suppose if you catch Covid19 you wonâ€™t accept treatment? https://t.co/jvtvabV5aJ
986,Red States like #Kentucky are the real #WelfareStates. #MoscowMitch only knows #obstruction The Coronavirus Leaves the State of the States Dire https://t.co/yWaGmCXscY
987,"Only way to contain #coronavirus b4 vaccine: #TestTraceIsolate. No safe way to open unless these done, and we're still nowhere close. https://t.co/N7hbhJZ9yx"
988,"30 workers per 100,000 are needed during the COVID-19 pandemic for #ContactTracing. Look at yr state's status. Very few are close to goal!

 https://t.co/wJoAIMCvxt"
989,"This week's free webinar will be Kelly Londenberg, COTA/L discussing what it is like Living with Autism During COVID-19.  Kelly talks about her own experience as an adult on the spectrum.
You must RSVP - https://t.co/gRcGYaM3i7
Spanish translation will be provided https://t.co/C3oAB4cNaP"
990,"Thank you @PayPal for getting my #PPPLoan approved and funded in 72 hours after @Citibank screwed me and a ton of other #SmallBusinesses owners. On a side note, Citibank is TRASH and Iâ€™ll be switching banks as soon as I can leave the house #COVID19 #BlackBusiness #paypal"
991,Put a little context to the death toll. We are reaching the total # of lives lost in the Vietnam war. Can you still say this many lives are insignificant? We will surpass it in no more than 2 days. Wake up people! https://t.co/KjqtzxOmrp
992,I love all runners. Enough to stay away from them. Even before corona. Itâ€™s called proper runners etiquette! https://t.co/BLUnbSkfus
993,"Ahhh, thatâ€™s so sweet of them to give all that money back. Maybe they think itâ€™ll buy them a way outta here. https://t.co/aePeJSEmbm"
994,"My dad yells ""Coronavirus"" when I sneeze ðŸ˜­ðŸ˜‚ https://t.co/QB25YeCMyr"
995,What an idiot sandwich @realDonaldTrump is! https://t.co/Ek7hcvefNI
996,@MayoClinic is as much at fault as @VP : they have a duty to protect their patients and staff and should not have let mini-Trump flout the health rule. https://t.co/fAVcaSrpsG
,"What an ass. Regardless of whether heâ€™s tested regularly, at least wear the mask to put people at ease. https://t.co/x5JxZ84QeQ"
,Thank you UEI College ðŸ’™ today is my first ever online school due to covid 19. https://t.co/UPHt7r50pz
,#Pence is in charge of the #coronavirus.  What a #coronaidiot https://t.co/fXIncg7ZHl
,ðŸ–. @maddow ?  This is a horror show !  Poor &amp; minorities forced to work in unsafe conditions ?  Are we officially competing with N. Korea for inhumane governance ? https://t.co/BmEpFiZhIo
,Woke up super early with all my little tax documents ready. Had no problem finished in 10 minutes. Crossing fingers ðŸ¤ž we get a little something so we can afford to keep the shop closed longer. ðŸ™ https://t.co/dgoKnJh8JF
,"Hatcheries across the country are seeing a boom in business since the #COVID19 pandemic, as more people want to raise their own chickens for a reliable supply of eggs. @KSEE24 @CBS47 https://t.co/TwdEFAfSxi"
,This is insane !  Those plants arenâ€™t safe. People will die. Stop this Mad Man. ðŸ˜¡. #Maddow https://t.co/s1ezNOpW0q
,"Of course they don't. Look at the ""lady"" screaming at the doctor from the Grey dodge pickup. Lest we forget. If anybody got her name, I'd like to add it to my tweets. https://t.co/fwYQ7xQNrP"
,More fake numbers https://t.co/VyRlEAbAZT
,"Happy Covid-19 Tuesday!  I got a pillow pet...Cooper Neil! northcentralshelter @myglendale #lovemyshelterpet #adoptdontshop  #happytuesdayðŸ˜Š #wewillsurvive #coronavirÃ¼sÃ¼ @ Verdugo Woodlands, Glendale https://t.co/6RgzTRhuzs"
,@GeoffWacker The facts are loud and clear. A lot of people in one area (which is where most people work) will not help the cause. https://t.co/rWMgeteRZJ
,What the f..k is he talking about. He's been stealing our supplies as late as yesterday. Put them on the open market. Sending them to other countries. What bullshit is this. https://t.co/JLIOUOoomy
,"@realjuliasong If you have COVID and know it, and then get me sick I should be able to sue you in civil court."
,There's so muck empathy there it want to make me cry. https://t.co/FWVreuH6II
,ðŸ˜Ž SOON!! ðŸ’› 1.29.2017 #myson #beachboys #manhattanbeach #sand #ocean #socal #missthebeach #closed #covid19 #coronavirus #physicaldistancing #abc7eyewitness https://t.co/5pa8TCIunf
,Yeah bonkers in that workers have so obviously been underpaid for far too long and itâ€™s taken a pandemic to wake people up to that fact. https://t.co/3jMUUUCgMM
,"Tailgating at Camp Covid on a cool, breezy night. Living at the Bodega Marine Lab is a singular experience. @ Bodega Marine Laboratory - University of California, Davis https://t.co/S1N3tVVc2g"
,"#NewMusic #HipHopMusic #420gang #RebelMusic #MarijuanaMusic #420blazeit #coronavirus #pandemic 
Here is a song  about the current state of affairs.... shit has me questioning reality 
 https://t.co/Q8bT0t9QVA"
,@squarestanley @MaureenRedman4 @CNNPolitics @VP Totally! Headline is an attention-grabber but the collection of his statements &amp; the logic behind not wearing a ðŸ˜· bc he thinks heâ€™s COVID negative isnâ€™t good enough - he can only be sure up until the moment before his last test was administered
,"â €â €â €â €â €â €â €â €â €
Don Edwards San Francisco Bay National Wildlife Refuge in Fremont, Calif.
â €â €â €â €â €â €â €â €â €
#mercnews #fremont #mercnews #coronavirus #covid19 #donedwardswildliferefuge @ Don Edwards Wildlife Preserve and Bird Refuge https://t.co/qPTzuxaTlv"
,An idiot is never wrong. https://t.co/b0xWXlz4Jz
,Trump dumbass. https://t.co/S9DZnNKWxF
,Suppose Jeff can afford safety measures for his employees?ðŸ˜œðŸ¤ªðŸ¤¯ https://t.co/HMswDBV16t
